"","spec.name","spec.name.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"76","Heliopsis helianthoides","Heliopsis helianthoides",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,57,1,"wfo-0000010572","urn:lsid:ipni.org:names:213534-1","GCC-B04635F2-41D3-491B-A510-B06DF90B1C93","Heliopsis helianthoides","species","wfo-4000017261","Sweet","Asteraceae","Asteroideae","Heliantheae","Zinniinae","Heliopsis","","helianthoides","","species","Valid","Hort. Brit. : 487 (1826)","Accepted","","wfo-0000126753",NA,"Source in seed data: gcc Update namepublishedIn from Hort. Brit. [Sweet] 487. 1826 to Hort. Brit. : 487 (1826), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-110","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1105280","The Asteraceaae TEN","A","gcc-110239","",FALSE,"","","","Accepted"
"78","Helianthus mollis","Helianthus mollis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,58,1,"wfo-0000000726","urn:lsid:ipni.org:names:329254-2","GCC-F902E0BB-8340-4E73-875B-9B3137F603DA","Helianthus mollis","species","wfo-4000017208","Lam.","Asteraceae","Asteroideae","Heliantheae","Helianthinae","Helianthus","","mollis","","species","Valid","Encycl. 3: 85 (1789)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Encycl. (Lamarck) 3(1): 85 1789 to Encycl. 3: 85 (1789), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-10069","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1102607","The Asteraceaae TEN","A","gcc-100690","",FALSE,"","","","Accepted"
"81","Helianthus occidentalis","Helianthus occidentalis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,59,1,"wfo-0000029086","urn:lsid:ipni.org:names:315076-2","GCC-09C00DDE-ADEC-4C94-95E3-D93FCE803A25","Helianthus occidentalis","species","wfo-4000017208","Riddell","Asteraceae","Asteroideae","Heliantheae","Helianthinae","Helianthus","","occidentalis","","species","Valid","W. J. Med. Phys. Sci. 9: 577 (1836)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from 577 1836 to W. J. Med. Phys. Sci. 9: 577 (1836), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-128112 >The P","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1110451","The Asteraceaae TEN","A","gcc-128112","",FALSE,"","","",""
"82","Helianthus pauciflorus","Helianthus pauciflorus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,60,1,"wfo-0000073302","urn:lsid:ipni.org:names:329249-2","GCC-3A26BB6C-9522-4B5D-A9AB-3795FBEEC72F","Helianthus pauciflorus","species","wfo-4000017208","Nutt.","Asteraceae","Asteroideae","Heliantheae","Helianthinae","Helianthus","","pauciflorus","","species","Valid","Gen. N. Amer. Pl. 2: 177 (1818)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from 177 1818 to Gen. N. Amer. Pl. 2: 177 (1818), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-30040 >The Plant ","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1089904","The Asteraceaae TEN","A","gcc-30040","",FALSE,"","","",""
"83","Helianthus strumosus","Helianthus strumosus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,61,1,"wfo-0000070052","urn:lsid:ipni.org:names:329248-2","GCC-30CC4D06-1E1F-4DEB-8716-31A869A82FA9","Helianthus strumosus","species","wfo-4000017208","L.","Asteraceae","Asteroideae","Heliantheae","Helianthinae","Helianthus","","strumosus","","species","Valid","Sp. Pl. : 905 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from 905 1753 to Sp. Pl. : 905 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-26855 >The Plant List v.1.1.","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1089302","The Asteraceaae TEN","A","gcc-26855","",FALSE,"","","","Accepted"
"85","Heuchera richardsonii","Heuchera richardsonii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,62,1,"wfo-0001135368","urn:lsid:ipni.org:names:791398-1","29100025","Heuchera richardsonii","species","wfo-4000017800","R.Br.","Saxifragaceae","","","","Heuchera","","richardsonii","","species","Valid","Narr. Journey Polar Sea : 766 (1823)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Narr. Journey Polar Sea 766–767, pl. 29 1823 to Narr. Journey Polar Sea : 766 (1823), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantl","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:791398-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-29100025","",FALSE,"","","",""
"86","Hierochloe odorata","Hierochloe odorata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,63,1,"wfo-0000848173","urn:lsid:ipni.org:names:914834-1","394017","Anthoxanthum nitens","species","wfo-4000002465","(Weber) Y.Schouten & Veldkamp","Poaceae","","","","Anthoxanthum","","nitens","","species","Valid","Blumea 30: 348 (1985)","Accepted","","wfo-0000893126",NA,"Source in seed data: wcs Update namepublishedIn from Blumea 30: 348 1985 to Blumea 30: 348 (1985), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-394017 >The Plan","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:914834-1","The Poaceae TEN","A","kew-394017","",TRUE,"Synonym","wfo-0000874338","Hierochloe odorata",""
"87","Hypericum punctatum","Hypericum punctatum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,64,1,"wfo-0000728173","urn:lsid:ipni.org:names:433768-1","985506","Hypericum punctatum","species","wfo-4000018759","Lam.","Hypericaceae","","","","Hypericum","","punctatum","","species","Valid","Encycl.  4: 164 (1797)","Accepted","","",NA,"Source in seed data: cmp Updated namepublishedIn from Encycl. 4: 164 1797 to Encycl. [J. Lamarck & al.] 4(1): 164. 1797 [9 Feb 1797] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.or","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30020021-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2858774","",FALSE,"","","","Not a synonym"
"89","Hypericum pyramidatum","Hypericum pyramidatum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,65,1,"wfo-0000727368","urn:lsid:ipni.org:names:1153552-2","984493","Hypericum ascyron subsp. pyramidatum","subspecies","wfo-0000727365","(Aiton) N.Robson","Hypericaceae","","","","Hypericum","","ascyron","pyramidatum","subspecies","Valid","Bull. Nat. Hist. Mus. (London), Bot.  31: 58 (2001)","Accepted","","wfo-0000728181",NA,"Source in seed data: cmp Update namepublishedIn from Bull. Nat. Hist. Mus. London, Bot. 31(2): 58. 2001 [29 Nov 2001] to Bull. Nat. Hist. Mus. (London), Bot. 31: 58 (2001), information provided by Alan E. on email Jun. 07 2021 More details could be found","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1153552-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2857751","",TRUE,"Synonym","wfo-0000728181","Hypericum pyramidatum",""
"90","Juncus dudleyi","Juncus dudleyi",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,66,1,"wfo-0000776337","urn:lsid:ipni.org:names:132109-2","314890","Juncus dudleyi","species","wfo-4000019671","Wiegand","Juncaceae","","","","Juncus","","dudleyi","","species","Valid","Bull. Torrey Bot. Club  27: 524 (1900)","Accepted","","",NA,"Source in seed data: iopi Update namepublishedIn from Bull. Torrey Bot. Club 27: 524 1900 to Bull. Torrey Bot. Club 27: 524 (1900), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/t","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:132109-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-314890","",FALSE,"","","",""
"91","Juncus interior","Juncus interior",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,67,1,"wfo-0000776642","urn:lsid:ipni.org:names:132158-2","315209","Juncus interior","species","wfo-4000019671","Wiegand","Juncaceae","","","","Juncus","","interior","","species","Valid","Bull. Torrey Bot. Club  27: 516 (1900)","Accepted","","",NA,"Source in seed data: iopi Update namepublishedIn from Bull. Torrey Bot. Club 27: 516 1900 to Bull. Torrey Bot. Club 27: 516 (1900), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/t","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:132158-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-315209","",FALSE,"","","",""
"92","Juncus tenuis","Juncus tenuis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,68,1,"wfo-0000777403","urn:lsid:ipni.org:names:304453-2","315959","Juncus tenuis","species","wfo-4000019671","Willd.","Juncaceae","","","","Juncus","","tenuis","","species","Valid","Sp. Pl., ed. 4.  2: 214 (1799)","Accepted","","",NA,"Source in seed data: iopi Update namepublishedIn from Sp. Pl. 2: 214 1799 to Sp. Pl., ed. 4 , 2: 214 (1799), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-315959","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304453-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-315959","",FALSE,"","","",""
"93","Koeleria pyramidata","Koeleria pyramidata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,69,1,"wfo-0000877284","urn:lsid:ipni.org:names:406677-1","421711","Koeleria pyramidata","species","wfo-4000020117","(Lam.) P.Beauv.","Poaceae","","","","Koeleria","","pyramidata","","species","Valid","Ess. Agrostogr. : 166 (1812)","Accepted","","wfo-0000893560",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Lam.) P.Beauv. to P.Beauv., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-421711 >The Plant List ","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:406677-1","The Poaceae TEN","A","kew-421711","",FALSE,"","","",""
"94","Lespedeza capitata","Lespedeza capitata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,70,1,"wfo-0000164446","urn:lsid:ipni.org:names:138638-2","10876","Lespedeza capitata","species","wfo-4000021455","Michx.","Fabaceae","Papilionoideae","","","Lespedeza","","capitata","","species","Valid","Fl. Bor.-Amer. 2: 71 (1803)","Accepted","","",NA,"Source in seed data: ildis Updated namepublishedIn from to Fl. Bor.-Amer. (Michaux) 2: 71. 1803 [19 Mar 1803] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-108","https://www.legumedata.org/taxonomy/taxon/2345956","The Fabaceae TEN - Legume Taxonomy Working Group","A","ild-10876","",FALSE,"","","",""
"95","Liatris aspera","Liatris aspera",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,71,1,"wfo-0000020604","urn:lsid:ipni.org:names:230545-1","GCC-D6B4F6CB-F438-43EE-AD22-C64E058296C3","Liatris aspera","species","wfo-4000021657","Michx.","Asteraceae","Asteroideae","Eupatorieae","Liatrinae","Liatris","","aspera","","species","Valid","Fl. Bor.-Amer. 2: 92 (1803)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Fl. Bor.-Amer. (Michaux) ii. 92 1803 to Fl. Bor.-Amer. 2: 92 (1803), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1108111","The Asteraceaae TEN","A","gcc-119927","",FALSE,"","","",""
"96","Liatris pycnostachya","Liatris pycnostachya",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,72,1,"wfo-0000030984","urn:lsid:ipni.org:names:230623-1","GCC-6C3E8856-B346-46F1-8154-DD7E0560617C","Liatris pycnostachya","species","wfo-4000021657","Michx.","Asteraceae","Asteroideae","Eupatorieae","Liatrinae","Liatris","","pycnostachya","","species","Valid","Fl. Bor.-Amer. 2: 91 (1803)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from 91 1803 to Fl. Bor.-Amer. 2: 91 (1803), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-129970 >The Plant List","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1110860","The Asteraceaae TEN","A","gcc-129970","",FALSE,"","","","smallest ID"
"98","Liatris scariosa","Liatris scariosa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,73,1,"wfo-0000046258","urn:lsid:ipni.org:names:230630-1","GCC-19682425-F9C4-40EC-B815-FEC90E635E6D","Liatris scariosa","species","wfo-4000021657","(L.) Willd.","Asteraceae","Asteroideae","Eupatorieae","Liatrinae","Liatris","","scariosa","","species","Valid","Sp. Pl., ed. 4 [Willdenow] 3(3): 1635 1803","Accepted","","wfo-0000028578",NA,"Source in seed data: gcc Update namepublishedIn from """"Sp. Pl., ed. 4. 3"""" 1635 1803 to Sp. Pl., ed. 4 , 3: 1635 (1803), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1115169","The Asteraceaae TEN","A","gcc-144731","",FALSE,"","","","Accepted"
"100","Liatris spicata","Liatris spicata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,74,1,"wfo-0000065042","urn:lsid:ipni.org:names:230634-1","GCC-7640C680-94E3-4181-B56D-28A56A8963CF","Liatris spicata","species","wfo-4000021657","(L.) Willd.","Asteraceae","Asteroideae","Eupatorieae","Liatrinae","Liatris","","spicata","","species","Valid","Sp. Pl., ed. 4 [Willdenow] 3(3): 1636 1803","Accepted","","wfo-0000134230",NA,"Source in seed data: gcc Update namepublishedIn from to Sp. Pl., ed. 4 , 3: 1636 (1803), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-21976 >The Plant List v.1.","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1088083","The Asteraceaae TEN","A","gcc-21976","",FALSE,"","","","Accepted"
"102","Lilium michiganense","Lilium michiganense",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,75,1,"wfo-0000678723","urn:lsid:ipni.org:names:140138-2","280003","Lilium michiganense","species","wfo-4000021746","Farw.","Liliaceae","","","","Lilium","","michiganense","","species","Valid","Bull. Torrey Bot. Club  42: 353 (1915)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Bull. Torrey Bot. Club 42: 353 1915 to Bull. Torrey Bot. Club 42: 353 (1915), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tp","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:140138-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-280003","",FALSE,"","","",""
"103","Lobelia spicata","Lobelia spicata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,76,1,"wfo-0000815661","urn:lsid:ipni.org:names:143875-1","353603","Lobelia spicata","species","wfo-4000022035","Lam.","Campanulaceae","","","","Lobelia","","spicata","","species","Valid","Encycl. 3: 587 (1792)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Encycl. 3: 587 1792 to Encycl. 3: 587 (1792), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-353603 >The Plan","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-353603","",FALSE,"","","","Not a synonym"
"106","Maianthemum racemosum","Maianthemum racemosum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,77,1,"wfo-0000690499","urn:lsid:ipni.org:names:538037-1","281247","Maianthemum racemosum","species","wfo-4000022886","(L.) Link","Asparagaceae","","","","Maianthemum","","racemosum","","species","Valid","Enum. Hort. Berol. Alt. 1: 343 (1821)","Accepted","","wfo-0000764181",NA,"Source in seed data: wcs Update namepublishedIn from Enum. Hort. Berol. Alt. 1: 343 1821 to Enum. Hort. Berol. Alt. 1: 343 (1821), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tp","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-281247","",FALSE,"","","",""
"107","Monarda bradburiana","Monarda bradburiana",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,78,1,"wfo-0001069838","urn:lsid:ipni.org:names:452019-1","17603272","Monarda bradburyana","species","wfo-4000024632","L.C.Beck","Lamiaceae","","","","Monarda","","bradburyana","","species","Valid","Amer. J. Sci. Arts 10: 260 (1826)","Accepted","","",NA,"Source in seed data: tro Updated scientificnameAuthorship from Beck to L.C.Beck, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-17603272 >The Plant List v.1.1.</a","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:452019-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-17603272","",FALSE,"","","",""
"108","Monarda fistulosa","Monarda fistulosa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,79,1,"wfo-0000245324","urn:lsid:ipni.org:names:452042-1","129185","Monarda fistulosa","species","wfo-4000024632","L.","Lamiaceae","","","","Monarda","","fistulosa","","species","Valid","Sp. Pl. : 22 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 22 1753 to Sp. Pl. : 22 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-129185 >The Plant List","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:452042-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-129185","",FALSE,"","","",""
"109","Oenothera pilosella","Oenothera pilosella",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,80,1,"wfo-0001087548","urn:lsid:ipni.org:names:613954-1","23200592","Oenothera pilosella","species","wfo-4000026653","Raf.","Onagraceae","","","","Oenothera","","pilosella","","species","Valid","Ann. Nat. 1: 15 (1820)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Ann. Nat. 1: 15 1820 to Ann. Nat. 1: 15 (1820), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-23200592 >The ","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:613954-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-23200592","",FALSE,"","","",""
"110","Solidago rigida","Solidago rigida",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,81,1,"wfo-0000129341","urn:lsid:ipni.org:names:249837-1","GCC-D2AFDCE3-AA8B-48AC-AC6A-8399181A2F42","Solidago rigida","species","wfo-4000035732","L.","Asteraceae","Asteroideae","Astereae","Solidagininae","Solidago","","rigida","","species","Valid","Sp. Pl. : 880 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 880. 1753 to Sp. Pl. : 880 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-90277 >The Plant Li","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1099765","The Asteraceaae TEN","A","gcc-90277","",FALSE,"","","",""
"111","Panicum virgatum","Panicum virgatum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,82,1,"wfo-0000886863","urn:lsid:ipni.org:names:413537-1","430831","Panicum virgatum","species","wfo-4000027882","L.","Poaceae","","","","Panicum","","virgatum","","species","Valid","Sp. Pl. : 59 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 59 1753 to Sp. Pl. : 59 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-430831 >The Plant List","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:413537-1","The Poaceae TEN","A","kew-430831","",FALSE,"","","","Not a synonym"
"113","Parthenium integrifolium","Parthenium integrifolium",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,83,1,"wfo-0000123645","urn:lsid:ipni.org:names:236512-1","GCC-69405CBB-FD85-4C06-8FCA-7746CED7A2E4","Parthenium integrifolium","species","wfo-4000028264","L.","Asteraceae","Asteroideae","Heliantheae","Ambrosiinae","Parthenium","","integrifolium","","species","Valid","Sp. Pl. : 988 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 988. 1753 to Sp. Pl. : 988 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-84783 >The Plant Li","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1098136","The Asteraceaae TEN","A","gcc-84783","",FALSE,"","","",""
"114","Penstemon digitalis","Penstemon digitalis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,84,1,"wfo-0001136588","urn:lsid:ipni.org:names:187353-2","29200167","Penstemon digitalis","species","wfo-4000028548","Nutt. ex Sims","Plantaginaceae","","","","Penstemon","","digitalis","","species","Valid","Bot. Mag. 52: t. 2587 (1825)","Accepted","","",NA,"Source in seed data: tro Updated namepublishedIn from Bot. Mag. 52: pl. 2587 1825 to Bot. Mag. 52: t. 2587. 1825 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:808077-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-29200167","",FALSE,"","","",""
"115","Penstemon hirsutus","Penstemon hirsutus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,85,1,"wfo-0001137043","urn:lsid:ipni.org:names:808137-1","29201370","Penstemon hirsutus","species","wfo-4000028548","(L.) Willd.","Plantaginaceae","","","","Penstemon","","hirsutus","","species","Valid","Sp. Pl., ed. 4. 3: 227 (1800)","Accepted","","wfo-0000600765",NA,"Source in seed data: tro Update namepublishedIn from Sp. Pl. 3(1): 227 1800 to Sp. Pl., ed. 4 , 3: 227 (1800), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-2920","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:808137-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-29201370","",FALSE,"","","",""
"116","Phlox pilosa","Phlox pilosa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,86,1,"wfo-0001099777","urn:lsid:ipni.org:names:193620-2","25800424","Phlox pilosa","species","wfo-4000029286","L.","Polemoniaceae","","","","Phlox","","pilosa","","species","Valid","Sp. Pl. : 152 (1753)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Sp. Pl. 1: 152 1753 to Sp. Pl. : 152 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-25800424 >The Pla","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:193620-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-25800424","",FALSE,"","","",""
"117","Physostegia virginiana","Physostegia virginiana",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,87,1,"wfo-0000273071","urn:lsid:ipni.org:names:454204-1","155820","Physostegia virginiana","species","wfo-4000029570","(L.) Benth.","Lamiaceae","","","","Physostegia","","virginiana","","species","Valid","Edwards's Bot. Reg.  15: t. 1289 (1829)","Accepted","","wfo-0000945506",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (L.) Benth. to Benth., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-155820 >The Plant List v.1.1.","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30043311-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-155820","",FALSE,"","","",""
"118","Polygonatum biflorum","Polygonatum biflorum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,88,1,"wfo-0000716308","urn:lsid:ipni.org:names:540091-1","284043","Polygonatum biflorum","species","wfo-4000030741","(Walter) Elliott","Asparagaceae","","","","Polygonatum","","biflorum","","species","Valid","Sketch Bot. S. Carolina 1: 393 (1817)","Accepted","","wfo-0000764105",NA,"Source in seed data: wcs Update namepublishedIn from Sketch Bot. S. Carolina 1: 393 1817 to Sketch Bot. S. Carolina 1: 393 (1817), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tp","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-284043","",FALSE,"","","",""
